title,price,bedroom,bathroom,carport,LT,LB,badges,agent,updated,location,link
"Rumah Dalam Perumahan di JL magelang Km 7 Dekat Sleman City Hall Rumah SHM Bagus","Rp 2,09 Miliar","3","2","2",": 110 m²",": 140 m²","Rumah, Premier, Dekat Sekolah","Muhlisin panoramicland","Diperbarui 1 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos14039902/"
"SUPER ISTIMEWA SUPER ISTIMEWA SUPER ISTIMEWA RUMAH MEWAH ISTIMEWA HOOK 2 LANTAI - FULLY FURNISHED DI MAGUWOHARJO DEPOK SLEMAN 2 Lantai Rumah SHM Baru ","Rp 2,6 Miliar","4","4","2",": 150 m²",": 190 m²","Rumah, Premier, Full Furnished, Dekat Sekolah","Muhlisin panoramicland","Diperbarui 1 minggu yang lalu oleh","Depok, Sleman","/properti/sleman/hos16335347/"
"Rumah Baru Desain Mewah Elegan Di Jalan Kaliurang Km 7 Ngaglik Sleman Jogja","Rp 1,89 Miliar","3","3","1",": 122 m²",": 130 m²","Rumah, Premier, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Irmasari","Diperbarui 2 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17949350/"
"Rumah di Jl Magelang km 7,8 SHM kondisi bagus dekat pusat kota","Rp 3,6 Miliar","4","3","2",": 595 m²",": 200 m²","Rumah, Premier, Dekat Landmark","Lidia Chandra","Diperbarui 4 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17269585/"
"Murah!! Istimewa Kos Ekslusif 2 Lantai Dekat Ugm","Rp 2,3 Miliar","10","10","3",": 102 m²",": 160 m²","Rumah, Premier, Full Furnished, Dekat Sekolah, Dekat Landmark","Zakia Netra Kencana","Diperbarui 3 hari yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos18082885/"
"Rumah Besar Pinggir Jl Aspal Di Jl. Sonosewu Pgri Jogja","Rp 1,6 Miliar","4","3","3",": 221 m²",": 80 m²","Rumah, Premier, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","info rumah jogja kita","Diperbarui 1 minggu yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos18017435/"
"BANTING HARGA !!Villa Cantik..Lingkungan Asri..Sejuk..sangat nyaman..","Rp 1,49 Miliar","2","2","2",": 683 m²",": 400 m²","Rumah, Premier, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Landmark","Rully Java","Diperbarui 1 minggu yang lalu oleh","Kaliurang, Sleman","/properti/sleman/hos16966364/"
"Tampil Beda Rumah Scandinavian Kekinian di Sleman Barat","Rp 810 Juta","2","1","1",": 108 m²",": 70 m²","Rumah, Premier","Siska Core","Diperbarui 2 minggu yang lalu oleh","Gamping, Sleman","/properti/sleman/hos17945082/"
"Rumah Baru Shm Berbah Dekat Blok O Kota Yogyakarta","Rp 450 Juta","3","1","1",": 85 m²",": 50 m²","Rumah, Premier","Wisnu Kawiryan","Diperbarui 1 minggu yang lalu oleh","Berbah, Sleman","/properti/sleman/hos17942223/"
"RUMAH FULL FURNISHED MEWAH GAYA SCANDINAVIAN DALAM PERUM SUKOHARJO RESIDENCE JL KALIURANG KM 12. DEKAT KAMPUS UII","Rp 1,77 Miliar","3","3","2",": 121 m²",": 150 m²","Rumah, Premier, Full Furnished, Dekat Akses Transportasi, Dekat Sekolah","Rumah Jogja Jogja","Diperbarui 3 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16686160/"
"RUMAH MEWAH KONTEMPORER STRATEGIS PINGGIR JL RAYA DI SAMBISARI. DEKARLT BANDARA ADISUCIPTO","Rp 2,2 Miliar","4","3","2",": 182 m²",": 177 m²","Rumah, Premier, Full Furnished, Siap Huni, Dekat Akses Transportasi","Rumah Jogja Jogja","Diperbarui 3 minggu yang lalu oleh","Purwomartani , Sleman","/properti/sleman/hos17858186/"
"Rumah 2 Lantai Dengan Desain Terbaik di Mlati Sleman","Rp 1,85 Miliar","4","3","1",": 164 m²",": 190 m²","Rumah, Premier, Dekat Sekolah, Dekat Fasilitas Kesehatan","Hakim Wastu","Diperbarui 2 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17591811/"
"Murah Banget ! Rumah Cantik Minimalis Imut Harga Super Ekonomis Dalam Perumahan Di Tamanan Banguntapan Bantul Dekat Giwangan","Rp 450 Juta","2","1","1",": 60 m²",": 45 m²","Rumah, Premier","Ayanti Sahabat Properti Jogja","Diperbarui 4 hari yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos18057728/"
"Rumah Cantik Istimewa - Harga Murah Dengan Tanah Luas Di Sidoarum Godean Sleman Dekat Bantulan","Rp 750 Juta","3","2","1",": 167 m²",": 100 m²","Rumah, Premier, Dekat Sekolah","Ayanti Sahabat Properti Jogja","Diperbarui 4 hari yang lalu oleh","Sidoarum, Yogyakarta","/properti/yogyakarta/hos17707554/"
"Rumah Mewah Furnis Dekat Stadion Maguwoharjo Dan Ringroad Utara","Rp 3,95 Miliar","6","4","2",": 296 m²",": 288 m²","Rumah, Premier, Siap Huni, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan","Winata","Diperbarui 2 hari yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos18075091/"
"Rumah Mewah Furnis Maguwoharjo Dekat Pakuwon Mall Dan Kampus Upn","Rp 1,75 Miliar","3","3","2",": 124 m²",": 160 m²","Rumah, Premier, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Tempat Wisata","Winata","Diperbarui 4 hari yang lalu oleh","Depok, Sleman","/properti/sleman/hos18075041/"
"Rumah Mewah Tengah Kota Dekat Malioboro Yogyakarta","Rp 2,37 Miliar","3","3","1",": 136 m²",": 150 m²","Rumah, Premier, Full Furnished","Winata","Diperbarui 4 hari yang lalu oleh","Umbulharjo, Yogyakarta","/properti/yogyakarta/hos15842968/"
"Rumah Murah Dengan Promo 99, Hanya 200 Jt An Desain Joglo Di Yogyakarta","Rp 275 Juta","2","1","1",": 70 m²",": 36 m²","Rumah, Premier, Dekat Akses Transportasi, Dekat Sekolah, Dekat Tempat Ibadah","Arum ciptanugraha","Diperbarui 4 hari yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos18070153/"
"Big Sale, Promo 99. Rumah Etnik Desain Joglo 400 Jt An, Shm.","Rp 450 Juta","2","1","1",": 75 m²",": 36 m²","Rumah, Premier, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","Yunna ciptanugraha","Diperbarui 4 hari yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos18069786/"
"Sertifikat Hak Milik, Bisa Kredit, Cash Lebih Murah, Hunian Etnik Minimalis Desain Etnik","Rp 275 Juta","2","1","1",": 70 m²",": 36 m²","Rumah, Premier, Dekat Akses Transportasi, Dekat Sekolah, Dekat Tempat Ibadah","Yunna ciptanugraha","Diperbarui 4 hari yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17839410/"
"Bu! Murah! Rumah Induk + Ruang Usaha Dan Kost 32 Kamar Di Jl. Kaliurang Area Kost Kostan Dekat Kampus Uii","Rp 9 Miliar","37","34","7",": 1927 m²",": 1000 m²","Rumah, Premier, Dekat Sekolah, Dekat Landmark","Nayaka","Diperbarui 1 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17980321/"
"Rumah Furnished 2 Lantai Dekat Kampus Ugm Sleman Yogya","Rp 1,6 Miliar","4","3","3",": 200 m²",": 160 m²","Rumah, Premier, Full Furnished, Dekat Sekolah","Kristina","Diperbarui 1 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17997714/"
"Rumah Cantik Shm Dekat Kampus Unriyo Budi Mulia Tajem Sleman","Rp 770 Juta","3","2","N/A",": 106 m²",": 80 m²","Rumah, Premier, Dekat Sekolah","Wisnu Kawiryan","Diperbarui 1 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17938658/"
"Rumah Konsep Townhouse di Sleman Dekat Sleman City Hall","Rp 1,72 Miliar","3","3","1",": 136 m²",": 111 m²","Rumah, Premier, Dekat Sekolah, Dekat Landmark","Siska Core","Diperbarui 2 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17937145/"
"Rumah Siap Huni Type Luas 73 124 Dekat Rs Bhayangkara Polda Diy","Rp 835 Juta","3","1","1",": 124 m²",": 73 m²","Rumah, Premier, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah","Dika Heiwa Property","Diperbarui 2 minggu yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17933418/"
"Dijual Kost Aktif 2 Lantai Hgb Rumah Bagus Selatan","Rp 3 Miliar","12","12","1",": 271 m²",": 345 m²","Rumah, Premier","HESTI (RZFY)","Diperbarui 2 minggu yang lalu oleh","Seturan, Yogyakarta","/properti/yogyakarta/hos17934238/"
"Rumah Megah Siap Huni Type Luas 138 118 Di Jogja","Rp 950 Juta","3","3","1",": 118 m²",": 138 m²","Rumah, Premier, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah","Dika Heiwa Property","Diperbarui 2 minggu yang lalu oleh","Sleman, Sleman","/properti/sleman/hos17932747/"
"Dijual Rumah 2 Lantai Dan 2,5 Lantai, Siap Bangun di Kodya Yogyakarta","Rp 1,31 Miliar","2","2","N/A",": 60 m²",": 74 m²","Rumah, Premier, Full Furnished","Maria","Diperbarui 3 minggu yang lalu oleh","Umbulharjo, Yogyakarta","/properti/yogyakarta/hos16996516/"
"Rumah Villa Keren Full Furnish Fasco Mansion Jogjakarta","Rp 8 Miliar","4","4","N/A",": 280 m²",": 600 m²","Rumah, Premier, Full Furnished, Dekat Sekolah","Luciana","Diperbarui 3 minggu yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos17825927/"
"Rumah Baru Cantik Modern Kekinian Maguwoharjo Depok Sleman","Rp 879 Juta","3","2","2",": 114 m²",": 65 m²","Rumah, Premier","Wisnu Kawiryan","Diperbarui 5 hari yang lalu oleh","Depok, Sleman","/properti/sleman/hos17992411/"
"Rumah Cantik Modern Dekat Pakuwon Mall Dan Kampus Upn Amikom","Rp 835 Juta","3","1","1",": 93 m²",": 75 m²","Rumah, Premier, Dekat Pusat Perbelanjaan, Dekat Sekolah","Winata","Diperbarui 5 hari yang lalu oleh","Condong Catur, Sleman","/properti/sleman/hos16882917/"
"Rumah Bagus Lokasi Strategis Dekat Kampus Ugm Dan Jogja City Mall","Rp 1,15 Miliar","3","3","1",": 105 m²",": 160 m²","Rumah, Premier, Dekat Pusat Perbelanjaan, Dekat Sekolah","Winata","Diperbarui 5 hari yang lalu oleh","Mlati, Sleman","/properti/sleman/hos15874394/"
"Rumah Murah Strategis Dekat Kampus Ugm Dan Pakuwon Mall Jogja","Rp 3,5 Miliar","5","5","3",": 503 m²",": 300 m²","Rumah, Premier, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Tempat Ibadah","Winata","Diperbarui 5 hari yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16097666/"
"Kost Exclusive Dekt Kampus Uii Kaliurang Yogyakarta","Rp 3,5 Miliar","12","12","3",": 223 m²",": 260 m²","Rumah, Premier, Full Furnished, Dekat Sekolah, Dekat Landmark","Winata","Diperbarui 5 hari yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17960053/"
"Rumah 2 Lantai Di Sleman Dekat Dengan Plaza Ambarrukma","Rp 1,6 Miliar","4","4","2",": 146 m²",": 135 m²","Rumah, Premier, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","Nando Wastu","Diperbarui 5 hari yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos18051043/"
"Rumah Cantik Model Scandinavian","Rp 550 Juta","3","2","1",": 70 m²",": 50 m²","Rumah, Premier","Zakia Netra Kencana","Diperbarui 5 hari yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos17942789/"
"Rumah Baru Di Dekat Polres Sleman, Lapangan Denggung","Rp 562 Juta","2","1","1",": 92 m²",": 53 m²","Rumah, Premier","Zakia Netra Kencana","Diperbarui 5 hari yang lalu oleh","Sleman, Sleman","/properti/sleman/hos18060092/"
"Jual Kost Seturan Full Penghuni Exclusive","Rp 2,95 Miliar","12","12","1",": 119 m²",": 255 m²","Rumah, Premier, Full Furnished, Dekat Sekolah","tri indarto","Diperbarui 5 hari yang lalu oleh","Depok, Sleman","/properti/sleman/hos10165464/"
"Rumah Kolam Renang Villa Dalam Kota Jogja","Rp 3 Miliar","2","3","1",": 280 m²",": 150 m²","Rumah, Premier, Dekat Pusat Perbelanjaan","tri indarto","Diperbarui 5 hari yang lalu oleh","Mantrijeron, Yogyakarta","/properti/yogyakarta/hos6918703/"
"Rumah Selangkah Ke Uii","Rp 825 Juta","3","2","1",": 126 m²",": 70 m²","Rumah, Premier, Dekat Sekolah, Dekat Landmark","Umi Roro XMJI","Diperbarui 6 hari yang lalu oleh","Kaliurang, Sleman","/properti/sleman/hos17991432/"
"Rumah Mewah Baru View Merapi Dengan Kolam Renang Dekat Uii Jl Kaliurang Km 13","Rp 4,5 Miliar","4","5","2",": 262 m²",": 290 m²","Rumah, Premier, Dekat Sekolah, Dekat Tempat Wisata, Dekat Landmark","Muhlisin panoramicland","Diperbarui 1 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17900596/"
"Rumah Siap Huni Balecatur Yogyakarta","Rp 399 Juta","2","1","1",": 101 m²",": 45 m²","Rumah, Premier, Siap Huni, Dekat Sekolah","Hendri Panuntun","Diperbarui 4 hari yang lalu oleh","Gamping, Sleman","/properti/sleman/hos16704444/"
"Rumah Di Perum Pondok Permai Babarsari, Catur Tunggal, Depok, Sleman","Rp 2,2 Miliar","3","2","1",": 130 m²",": 125 m²","Rumah, Premier, Dekat Sekolah","RINTO TANIZAR","Diperbarui 1 minggu yang lalu oleh","Depok, Sleman","/properti/sleman/hos17991649/"
"Rumah 2 Lantai Di Sakha Residence, Purwomartani, Kalasan, Sleman","Rp 799 Juta","3","2","1",": 88 m²",": 84 m²","Rumah, Premier, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan","RINTO TANIZAR","Diperbarui 1 minggu yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17991548/"
"Rumah Minimalis Modern Di Sakha Residence, Purwomartani, Kalasan, Sleman","Rp 599 Juta","1","2","1",": 90 m²",": 85 m²","Rumah, Premier, Dekat Sekolah","RINTO TANIZAR","Diperbarui 1 minggu yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos10572013/"
"Rumah Baru Di Wedomartani Utara Jogja Bay Maguwoharjo","Rp 1,48 Miliar","4","4","1",": 119 m²",": 130 m²","Rumah, Premier, Dekat Sekolah","Muhlisin panoramicland","Diperbarui 1 minggu yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17967929/"
"Promo Merdeka, Rumah Cantik Desain Etnik 400 Jutaan, Shm.","Rp 450 Juta","2","1","1",": 75 m²",": 36 m²","Rumah, Premier, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","Yunna ciptanugraha","Diperbarui 2 minggu yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17874775/"
"Kost kost an jalan Kaliurang km 9","Rp 1,8 Miliar","10","4","3",": 216 m²",": 187 m²","Rumah, Premier, Dekat Landmark","Jogjarumahcom yogyakarta","Diperbarui 2 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17843187/"
"rumah lokasi strategis","Rp 2,3 Miliar","3","3","1",": 117 m²",": 180 m²","Rumah, Premier, Dekat Pusat Perbelanjaan","Sakti Gringsing","Diperbarui 3 minggu yang lalu oleh","Caturtunggal, Sleman","/properti/sleman/hos17857824/"
"Rumah Dalam Perumahan Fasco Village Di Selatan Kasongan, Bantul, Jogja","Rp 475 Juta","2","1","1",": 80 m²",": 45 m²","Rumah, Premier, Siap Huni, Dekat Pusat Perbelanjaan","Yetti indiawati","Diperbarui 6 hari yang lalu oleh","Bantul, Bantul","/properti/bantul/hos17936273/"
"RUMAH MEWAH 2 LANTAI DALAM PERUMAHAN DI JALAN KALIURANG KM 9.5 NGAGLIK SLEMAN","Rp 1,6 Miliar","3","3","2",": 128 m²",": 100 m²","Rumah, Premier, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Tempat Ibadah","Nelly Oktaviana","Diperbarui 6 hari yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17944261/"
"DI JUAL RUMAH LINGKUNGAN NYAMAN DAN ASRI HARGA RENDAH SIAP HUNI","Rp 550 Juta","4","3","1",": 90 m²",": 115 m²","Rumah, Premier, Siap Huni","Diah Lestari N / Ellen","Diperbarui 6 hari yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos17981612/"
"Rumah Jalan Kaliurang Tanah 500 Meter Udara Sejuk","Rp 1,8 MiliarRp 1.9MHEMAT 50 Jutaan","4","4","3",": 513 m²",": 250 m²","Rumah, Premier, Dekat Landmark","tri indarto","Diperbarui 6 hari yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos8069617/"
"Rumah Klasik Joglo Jawa Sampingya Sungai","Rp 1,7 Miliar","4","3","2",": 600 m²",": 350 m²","Rumah, Premier, Dekat Pusat Perbelanjaan, Dekat Tempat Wisata","tri indarto","Diperbarui 5 hari yang lalu oleh","Piyungan, Bantul","/properti/bantul/hos13188437/"
"Hunian Eksklusif di Palagan, Jogja; One Gate System","Rp 2,97 Miliar","3","3","1",": 110 m²",": 146 m²","Rumah, Premier","Bella Viva","Diperbarui 6 hari yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos17681140/"
"Rumah Bagus Semi Furnished SHM di Jalan Imogiri Barat, Bantul","Rp 850 Juta","2","1","1",": 105 m²",": 70 m²","Rumah, Premier, Full Furnished, Siap Huni, Dekat Akses Transportasi","HIVE PROPERTI","Diperbarui 6 hari yang lalu oleh","Sewon, Bantul","/properti/bantul/hos18028946/"
"Rumah Mewah 2 Lantai Scandinavian Kekinian - Fully Furnished Harga Murah Di Timur Pasar Gentan Jalan Kaliurang Km 9.5 Ngaglik Sleman","Rp 1,39 Miliar","3","3","2",": 134 m²",": 110 m²","Rumah, Premier, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Landmark","Ayanti Sahabat Properti Jogja","Diperbarui 1 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17978818/"
"RUMAH BARU CANTIK DESAIGN MODERN KEKINIAN DI PURWOMARTANI DEKAT BUDI MULIA TAJEM SLEMAN","Rp 575 Juta","2","1","1",": 90 m²",": 50 m²","Rumah, Premier","Ayanti Sahabat Properti Jogja","Diperbarui 1 minggu yang lalu oleh","Purwomartani , Sleman","/properti/sleman/hos17632116/"
"Rumah Cantik Scandinavian Dalam Mini Cluster 4 Unit Di Jalan Kaliurang Km 12 Sukoharjo Ngaglik Sleman","Rp 720 Juta","2","1","1",": 91 m²",": 50 m²","Rumah, Premier, Dekat Tempat Ibadah, Dekat Landmark","Ayanti Sahabat Properti Jogja","Diperbarui 1 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17900072/"
"Murah Banget! Rumah Baru Cantik Desaign Scandinavian Modern Harga Murah Di Tamanan Banguntapan Bantul Dekat Giwangan","Rp 450 Juta","2","1","1",": 62 m²",": 45 m²","Rumah, Premier","Ayanti Sahabat Properti Jogja","Diperbarui 1 minggu yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos17920801/"
"Rumah Baru Cantik Modern Siap Huni Dalam Perumahan One Gate System Di Tirtomartani Kalasan Sleman","Rp 600 Juta","2","1","2",": 100 m²",": 50 m²","Rumah, Premier, Siap Huni, Dekat Akses Transportasi","Ayanti Sahabat Properti Jogja","Diperbarui 1 minggu yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos17921362/"
"Rumah Baru Modern Scandinavian Style Dalam Cluster Pinasthika Regency Di Jalan Kaliurang Km 12 Sukoharjo Ngaglik Sleman Dekat Kampus Uii Terpadu","Rp 720 Juta","2","1","2",": 91 m²",": 50 m²","Rumah, Premier, Full Furnished, Dekat Sekolah, Dekat Tempat Ibadah","Ayanti Sahabat Properti Jogja","Diperbarui 1 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17946028/"
"RUMAH MEWAH ELEGAN HARGA MURAH BANGET DI WEDOMARTANI NGEMPLAK SLEMAN DEKAT BUDI MULIA TAJEM","Rp 750 Juta","3","2","1",": 99 m²",": 85 m²","Rumah, Premier, Dekat Sekolah","Ayanti Sahabat Properti Jogja","Diperbarui 1 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17704340/"
"Rumah Baru Cantik Minimalis - Harga Super Murah Istimewa Dalam Cluster 10 Unit Di Cebongan Mlati Sleman","Rp 585 Juta","3","2","1",": 99 m²",": 70 m²","Rumah, Premier, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Tempat Ibadah","Ayanti Sahabat Properti Jogja","Diperbarui 1 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17922081/"
"RUMAH MEWAH LUX 2 LANTAI SEMI FURNISHED DALAM CLUSTER EKLUSIF DEKAT JALAN RAYA GEDONGKUNING BANGUNTAPAN","Rp 2 Miliar","4","4","2",": 104 m²",": 120 m²","Rumah, Premier, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah","Ayanti Sahabat Properti Jogja","Diperbarui 1 minggu yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos17707259/"
"Kost Mewah Dan Strategis 2 Lantai Istimewa Harga Murah Di Jalan Kaliurang Km 5.5 Catur Tunggal Depok Sleman Dekat Kampus Ugm","Rp 4 Miliar","15","15","2",": 364 m²",": 500 m²","Rumah, Premier, Dekat Sekolah, Dekat Landmark","Ayanti Sahabat Properti Jogja","Diperbarui 1 minggu yang lalu oleh","Depok, Sleman","/properti/sleman/hos17977981/"
"RUMAH CANTIK MODERN KEKINIAN DENGAN TATA RUANG NYAMAN BANGET DI MAGUWOHARJO DEPOK SLEMAN DEKAT PASAR STAN","Rp 879 Juta","3","2","1",": 114 m²",": 60 m²","Rumah, Premier","Ayanti Sahabat Properti Jogja","Diperbarui 1 minggu yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17683789/"
"Rumah Cantik Estetik Modern Kekinian Dengan Tata Ruang Fungsional Dekat Sd Model Wedomartani Ngemplak Sleman","Rp 885 Juta","3","2","1",": 102 m²",": 75 m²","Rumah, Premier, Siap Huni, Dekat Sekolah, Dekat Tempat Wisata","Ayanti Sahabat Properti Jogja","Diperbarui 1 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17974950/"
"Rumah Siap Huni Elegan Include Pagar Canopy Di Sleman Jogja","Rp 875 Juta","3","2","1",": 107 m²",": 70 m²","Rumah, Premier, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan","Ali Heiwa Property","Diperbarui 1 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17623516/"
"Hunian Mewah Eksklusif Impian Keluarga di Maguwoharjo Sleman","Rp 2,37 Miliar","3","3","1",": 129 m²",": 126 m²","Rumah, Premier","Rizal Heiwa Property","Diperbarui 1 minggu yang lalu oleh","Depok, Sleman","/properti/sleman/hos17748714/"
"Rumah Mewah 2 Lantai Lokasi Strategis di Pogung Baru, Sleman, Yogyakarta","Rp 20 Miliar","5","5","2",": 800 m²",": 900 m²","Rumah, Premier, Bebas Banjir, Dekat Sekolah, Dekat Fasilitas Kesehatan","Wisnu Wardhana","Diperbarui 1 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos17971296/"
"Rumah Mewah 2Lt Luas, Posisi Hook, Strategis Dekat Smp 1 Ngemplak","Rp 1,1 Miliar","4","2","2",": 120 m²",": 130 m²","Rumah, Premier, Dekat Sekolah, Dekat Tempat Wisata","Missa Wastu","Diperbarui 2 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17908939/"
"Rumah siap Huni Harga Rendah Design Industrial di Sleman","Rp 4,5 Miliar","3","3","1",": 220 m²",": 500 m²","Rumah, Premier, Siap Huni","RINTO TANIZAR","Diperbarui 3 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos17859058/"
"DIJUAL RUMAH MURAH DI JOGJA SIAP HUNI LOKASI STRATEGIS","Rp 1,29 Miliar","4","3","1",": 99 m²",": 105 m²","Rumah, Premier, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah","Adi Sugeng Purnama Wastu","Diperbarui 3 minggu yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos17852115/"
"RUMAH 2 LANTAI FULL FURNISHED MEWAH DAN ELEGAN","Rp 1,45 Miliar","3","2","2",": 100 m²",": 85 m²","Rumah, Premier, Full Furnished, Siap Huni, Dekat Sekolah","Salva Wastu","Diperbarui 3 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos17844013/"
"Rumah Nyaman Siap Huni di Magenta Residence, Maguwoharjo, Depok, Sleman","Rp 1,72 Miliar","4","4","1",": 124 m²",": 160 m²","Rumah, Premier, Siap Huni, Bebas Banjir, Dekat Akses Transportasi","Dedy Indrawan","Diperbarui 3 minggu yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos17848659/"
